date,Pasture,NDVI,Year,Biomass,BARE,SD,GREEN,LITT
2099-02-26,Crossroads,0.138,30-yr avg.,,,,,
2099-02-26,Elm,0.129,30-yr avg.,,,,,
2099-02-26,HQ,0.13,30-yr avg.,,,,,
2099-02-26,Headquarters,0.12,30-yr avg.,,,,,
2099-02-26,Highway,0.135,30-yr avg.,,,,,
2099-02-26,Hilltank,0.14,30-yr avg.,,,,,
2099-02-26,Nighthawk,0.124,30-yr avg.,,,,,
2099-02-26,Ridgeline,0.114,30-yr avg.,,,,,
2099-02-26,Saltflat,0.125,30-yr avg.,,,,,
2099-02-26,Slayton,0.124,30-yr avg.,,,,,
2099-02-26,Snowfence,0.13,30-yr avg.,,,,,
2099-02-26,South,0.134,30-yr avg.,,,,,
2099-02-26,UNK,0.131,30-yr avg.,,,,,
2099-03-04,10SNE,0.139,30-yr avg.,,,,,
2099-03-04,11NS,0.133,30-yr avg.,,,,,
2099-03-04,11NW,0.129,30-yr avg.,,,,,
2099-03-04,12C,0.125,30-yr avg.,,,,,
2099-03-04,12NE,0.116,30-yr avg.,,,,,
2099-03-04,12NW,0.126,30-yr avg.,,,,,
2099-03-04,13E,0.135,30-yr avg.,,,,,
2099-03-04,13W,0.134,30-yr avg.,,,,,
2099-03-04,14,0.137,30-yr avg.,,,,,
2099-03-04,15E,0.135,30-yr avg.,,,,,
2099-03-04,15NWS,0.133,30-yr avg.,,,,,
2099-03-04,15SW,0.134,30-yr avg.,,,,,
2099-03-04,17N,0.122,30-yr avg.,,,,,
2099-03-04,18N,0.136,30-yr avg.,,,,,
2099-03-04,19N,0.142,30-yr avg.,,,,,
2099-03-04,19S,0.138,30-yr avg.,,,,,
2099-03-04,1E,0.113,30-yr avg.,,,,,
2099-03-04,1W,0.118,30-yr avg.,,,,,
2099-03-04,20SE,0.131,30-yr avg.,,,,,
2099-03-04,21S,0.147,30-yr avg.,,,,,
2099-03-04,22E,0.149,30-yr avg.,,,,,
2099-03-04,22W,0.139,30-yr avg.,,,,,
2099-03-04,23E,0.143,30-yr avg.,,,,,
2099-03-04,23W,0.151,30-yr avg.,,,,,
2099-03-04,24E,0.137,30-yr avg.,,,,,
2099-03-04,24Strip,0.137,30-yr avg.,,,,,
2099-03-04,24W,0.14,30-yr avg.,,,,,
2099-03-04,25SE,0.136,30-yr avg.,,,,,
2099-03-04,26E,0.147,30-yr avg.,,,,,
2099-03-04,28N,0.143,30-yr avg.,,,,,
2099-03-04,29-30,0.14,30-yr avg.,,,,,
2099-03-04,30NW,0.136,30-yr avg.,,,,,
2099-03-04,30SW,0.133,30-yr avg.,,,,,
2099-03-04,31E,0.136,30-yr avg.,,,,,
2099-03-04,32W,0.136,30-yr avg.,,,,,
2099-03-04,5E,0.114,30-yr avg.,,,,,
2099-03-04,5W,0.11,30-yr avg.,,,,,
2099-03-04,6EE,0.111,30-yr avg.,,,,,
2099-03-04,6EW,0.114,30-yr avg.,,,,,
2099-03-04,7NW,0.119,30-yr avg.,,,,,
2099-03-04,8NW,0.108,30-yr avg.,,,,,
2099-03-04,8SE,0.11,30-yr avg.,,,,,
2099-03-04,8SW,0.114,30-yr avg.,,,,,
2099-03-04,CN,0.147,30-yr avg.,,,,,
2099-03-04,Crossroads,0.144,30-yr avg.,,,,,
2099-03-04,Elm,0.132,30-yr avg.,,,,,
2099-03-04,HQ,0.131,30-yr avg.,,,,,
2099-03-04,Headquarters,0.12,30-yr avg.,,,,,
2099-03-04,Highway,0.141,30-yr avg.,,,,,
2099-03-04,Hilltank,0.149,30-yr avg.,,,,,
2099-03-04,Nighthawk,0.131,30-yr avg.,,,,,
2099-03-04,Ridgeline,0.114,30-yr avg.,,,,,
2099-03-04,Saltflat,0.126,30-yr avg.,,,,,
2099-03-04,Slayton,0.126,30-yr avg.,,,,,
2099-03-04,Snowfence,0.133,30-yr avg.,,,,,
2099-03-04,South,0.139,30-yr avg.,,,,,
2099-03-04,UNK,0.137,30-yr avg.,,,,,
2099-03-11,10SNE,0.154,30-yr avg.,,,,,
2099-03-11,11NS,0.142,30-yr avg.,,,,,
2099-03-11,11NW,0.136,30-yr avg.,,,,,
2099-03-11,12C,0.13,30-yr avg.,,,,,
2099-03-11,12NE,0.12,30-yr avg.,,,,,
2099-03-11,12NW,0.131,30-yr avg.,,,,,
2099-03-11,13E,0.14,30-yr avg.,,,,,
2099-03-11,13W,0.141,30-yr avg.,,,,,
2099-03-11,14,0.146,30-yr avg.,,,,,
2099-03-11,15E,0.14,30-yr avg.,,,,,
2099-03-11,15NWS,0.146,30-yr avg.,,,,,
2099-03-11,15SW,0.14,30-yr avg.,,,,,
2099-03-11,17N,0.128,30-yr avg.,,,,,
2099-03-11,18N,0.141,30-yr avg.,,,,,
2099-03-11,19N,0.147,30-yr avg.,,,,,
2099-03-11,19S,0.143,30-yr avg.,,,,,
2099-03-11,1E,0.118,30-yr avg.,,,,,
2099-03-11,1W,0.123,30-yr avg.,,,,,
2099-03-11,20SE,0.136,30-yr avg.,,,,,
2099-03-11,21S,0.15,30-yr avg.,,,,,
2099-03-11,22E,0.154,30-yr avg.,,,,,
2099-03-11,22W,0.142,30-yr avg.,,,,,
2099-03-11,23E,0.146,30-yr avg.,,,,,
2099-03-11,23W,0.153,30-yr avg.,,,,,
2099-03-11,24E,0.145,30-yr avg.,,,,,
2099-03-11,24Strip,0.14,30-yr avg.,,,,,
2099-03-11,24W,0.142,30-yr avg.,,,,,
2099-03-11,25SE,0.14,30-yr avg.,,,,,
2099-03-11,26E,0.149,30-yr avg.,,,,,
2099-03-11,28N,0.148,30-yr avg.,,,,,
2099-03-11,29-30,0.144,30-yr avg.,,,,,
2099-03-11,30NW,0.14,30-yr avg.,,,,,
2099-03-11,30SW,0.136,30-yr avg.,,,,,
2099-03-11,31E,0.139,30-yr avg.,,,,,
2099-03-11,32W,0.139,30-yr avg.,,,,,
2099-03-11,5E,0.117,30-yr avg.,,,,,
2099-03-11,5W,0.115,30-yr avg.,,,,,
2099-03-11,6EE,0.117,30-yr avg.,,,,,
2099-03-11,6EW,0.118,30-yr avg.,,,,,
2099-03-11,7NW,0.122,30-yr avg.,,,,,
2099-03-11,8NW,0.113,30-yr avg.,,,,,
2099-03-11,8SE,0.116,30-yr avg.,,,,,
2099-03-11,8SW,0.12,30-yr avg.,,,,,
2099-03-11,CN,0.153,30-yr avg.,,,,,
2099-03-11,Crossroads,0.147,30-yr avg.,,,,,
2099-03-11,Elm,0.138,30-yr avg.,,,,,
2099-03-11,HQ,0.136,30-yr avg.,,,,,
2099-03-11,Headquarters,0.124,30-yr avg.,,,,,
2099-03-11,Highway,0.145,30-yr avg.,,,,,
2099-03-11,Hilltank,0.15,30-yr avg.,,,,,
2099-03-11,Nighthawk,0.138,30-yr avg.,,,,,
2099-03-11,Ridgeline,0.118,30-yr avg.,,,,,
2099-03-11,Saltflat,0.132,30-yr avg.,,,,,
2099-03-11,Slayton,0.131,30-yr avg.,,,,,
2099-03-11,Snowfence,0.137,30-yr avg.,,,,,
2099-03-11,South,0.143,30-yr avg.,,,,,
2099-03-11,UNK,0.142,30-yr avg.,,,,,
2099-03-18,10SNE,0.156,30-yr avg.,,,,,
2099-03-18,11NS,0.143,30-yr avg.,,,,,
2099-03-18,11NW,0.139,30-yr avg.,,,,,
2099-03-18,12C,0.127,30-yr avg.,,,,,
2099-03-18,12NE,0.119,30-yr avg.,,,,,
2099-03-18,12NW,0.133,30-yr avg.,,,,,
2099-03-18,13E,0.136,30-yr avg.,,,,,
2099-03-18,13W,0.141,30-yr avg.,,,,,
2099-03-18,14,0.146,30-yr avg.,,,,,
2099-03-18,15E,0.141,30-yr avg.,,,,,
2099-03-18,15NWS,0.145,30-yr avg.,,,,,
2099-03-18,15SW,0.138,30-yr avg.,,,,,
2099-03-18,17N,0.127,30-yr avg.,,,,,
2099-03-18,18N,0.142,30-yr avg.,,,,,
2099-03-18,19N,0.145,30-yr avg.,,,,,
2099-03-18,19S,0.143,30-yr avg.,,,,,
2099-03-18,1E,0.119,30-yr avg.,,,,,
2099-03-18,1W,0.123,30-yr avg.,,,,,
2099-03-18,20SE,0.134,30-yr avg.,,,,,
2099-03-18,21S,0.148,30-yr avg.,,,,,
2099-03-18,22E,0.152,30-yr avg.,,,,,
2099-03-18,22W,0.14,30-yr avg.,,,,,
2099-03-18,23E,0.14,30-yr avg.,,,,,
2099-03-18,23W,0.152,30-yr avg.,,,,,
2099-03-18,24E,0.145,30-yr avg.,,,,,
2099-03-18,24Strip,0.137,30-yr avg.,,,,,
2099-03-18,24W,0.14,30-yr avg.,,,,,
2099-03-18,25SE,0.137,30-yr avg.,,,,,
2099-03-18,26E,0.145,30-yr avg.,,,,,
2099-03-18,28N,0.147,30-yr avg.,,,,,
2099-03-18,29-30,0.14,30-yr avg.,,,,,
2099-03-18,30NW,0.139,30-yr avg.,,,,,
2099-03-18,30SW,0.134,30-yr avg.,,,,,
2099-03-18,31E,0.136,30-yr avg.,,,,,
2099-03-18,32W,0.137,30-yr avg.,,,,,
2099-03-18,5E,0.118,30-yr avg.,,,,,
2099-03-18,5W,0.116,30-yr avg.,,,,,
2099-03-18,6EE,0.12,30-yr avg.,,,,,
2099-03-18,6EW,0.122,30-yr avg.,,,,,
2099-03-18,7NW,0.123,30-yr avg.,,,,,
2099-03-18,8NW,0.113,30-yr avg.,,,,,
2099-03-18,8SE,0.116,30-yr avg.,,,,,
2099-03-18,8SW,0.12,30-yr avg.,,,,,
2099-03-18,CN,0.152,30-yr avg.,,,,,
2099-03-18,Crossroads,0.143,30-yr avg.,,,,,
2099-03-18,Elm,0.135,30-yr avg.,,,,,
2099-03-18,HQ,0.138,30-yr avg.,,,,,
2099-03-18,Headquarters,0.124,30-yr avg.,,,,,
2099-03-18,Highway,0.146,30-yr avg.,,,,,
2099-03-18,Hilltank,0.148,30-yr avg.,,,,,
2099-03-18,Nighthawk,0.14,30-yr avg.,,,,,
2099-03-18,Ridgeline,0.118,30-yr avg.,,,,,
2099-03-18,Saltflat,0.131,30-yr avg.,,,,,
2099-03-18,Slayton,0.131,30-yr avg.,,,,,
2099-03-18,Snowfence,0.136,30-yr avg.,,,,,
2099-03-18,South,0.138,30-yr avg.,,,,,
2099-03-18,UNK,0.143,30-yr avg.,,,,,
2099-03-25,10SNE,0.161,30-yr avg.,,,,,
2099-03-25,11NS,0.15,30-yr avg.,,,,,
2099-03-25,11NW,0.145,30-yr avg.,,,,,
2099-03-25,12C,0.136,30-yr avg.,,,,,
2099-03-25,12NE,0.128,30-yr avg.,,,,,
2099-03-25,12NW,0.143,30-yr avg.,,,,,
2099-03-25,13E,0.143,30-yr avg.,,,,,
2099-03-25,13W,0.149,30-yr avg.,,,,,
2099-03-25,14,0.15,30-yr avg.,,,,,
2099-03-25,15E,0.141,30-yr avg.,,,,,
2099-03-25,15NWS,0.145,30-yr avg.,,,,,
2099-03-25,15SW,0.139,30-yr avg.,,,,,
2099-03-25,17N,0.134,30-yr avg.,,,,,
2099-03-25,18N,0.15,30-yr avg.,,,,,
2099-03-25,19N,0.15,30-yr avg.,,,,,
2099-03-25,19S,0.147,30-yr avg.,,,,,
2099-03-25,1E,0.125,30-yr avg.,,,,,
2099-03-25,1W,0.13,30-yr avg.,,,,,
2099-03-25,20SE,0.139,30-yr avg.,,,,,
2099-03-25,21S,0.151,30-yr avg.,,,,,
2099-03-25,22E,0.154,30-yr avg.,,,,,
2099-03-25,22W,0.141,30-yr avg.,,,,,
2099-03-25,23E,0.142,30-yr avg.,,,,,
2099-03-25,23W,0.152,30-yr avg.,,,,,
2099-03-25,24E,0.149,30-yr avg.,,,,,
2099-03-25,24Strip,0.139,30-yr avg.,,,,,
2099-03-25,24W,0.142,30-yr avg.,,,,,
2099-03-25,25SE,0.139,30-yr avg.,,,,,
2099-03-25,26E,0.143,30-yr avg.,,,,,
2099-03-25,28N,0.151,30-yr avg.,,,,,
2099-03-25,29-30,0.143,30-yr avg.,,,,,
2099-03-25,30NW,0.144,30-yr avg.,,,,,
2099-03-25,30SW,0.139,30-yr avg.,,,,,
2099-03-25,31E,0.138,30-yr avg.,,,,,
2099-03-25,32W,0.139,30-yr avg.,,,,,
2099-03-25,5E,0.124,30-yr avg.,,,,,
2099-03-25,5W,0.121,30-yr avg.,,,,,
2099-03-25,6EE,0.127,30-yr avg.,,,,,
2099-03-25,6EW,0.13,30-yr avg.,,,,,
2099-03-25,7NW,0.13,30-yr avg.,,,,,
2099-03-25,8NW,0.12,30-yr avg.,,,,,
2099-03-25,8SE,0.123,30-yr avg.,,,,,
2099-03-25,8SW,0.126,30-yr avg.,,,,,
2099-03-25,CN,0.152,30-yr avg.,,,,,
2099-03-25,Crossroads,0.144,30-yr avg.,,,,,
2099-03-25,Elm,0.14,30-yr avg.,,,,,
2099-03-25,HQ,0.148,30-yr avg.,,,,,
2099-03-25,Headquarters,0.13,30-yr avg.,,,,,
2099-03-25,Highway,0.149,30-yr avg.,,,,,
2099-03-25,Hilltank,0.145,30-yr avg.,,,,,
2099-03-25,Nighthawk,0.141,30-yr avg.,,,,,
2099-03-25,Ridgeline,0.126,30-yr avg.,,,,,
2099-03-25,Saltflat,0.137,30-yr avg.,,,,,
2099-03-25,Slayton,0.138,30-yr avg.,,,,,
2099-03-25,Snowfence,0.142,30-yr avg.,,,,,
2099-03-25,South,0.138,30-yr avg.,,,,,
2099-03-25,UNK,0.146,30-yr avg.,,,,,
2099-04-01,10SNE,0.151,30-yr avg.,,,,,
2099-04-01,11NS,0.143,30-yr avg.,,,,,
2099-04-01,11NW,0.142,30-yr avg.,,,,,
2099-04-01,12C,0.134,30-yr avg.,,,,,
2099-04-01,12NE,0.123,30-yr avg.,,,,,
2099-04-01,12NW,0.139,30-yr avg.,,,,,
2099-04-01,13E,0.142,30-yr avg.,,,,,
2099-04-01,13W,0.144,30-yr avg.,,,,,
2099-04-01,14,0.145,30-yr avg.,,,,,
2099-04-01,15E,0.138,30-yr avg.,,,,,
2099-04-01,15NWS,0.134,30-yr avg.,,,,,
2099-04-01,15SW,0.136,30-yr avg.,,,,,
2099-04-01,17N,0.13,30-yr avg.,,,,,
2099-04-01,18N,0.148,30-yr avg.,,,,,
2099-04-01,19N,0.147,30-yr avg.,,,,,
2099-04-01,19S,0.143,30-yr avg.,,,,,
2099-04-01,1E,0.121,30-yr avg.,,,,,
2099-04-01,1W,0.126,30-yr avg.,,,,,
2099-04-01,20SE,0.137,30-yr avg.,,,,,
2099-04-01,21S,0.15,30-yr avg.,,,,,
2099-04-01,22E,0.15,30-yr avg.,,,,,
2099-04-01,22W,0.14,30-yr avg.,,,,,
2099-04-01,23E,0.141,30-yr avg.,,,,,
2099-04-01,23W,0.149,30-yr avg.,,,,,
2099-04-01,24E,0.142,30-yr avg.,,,,,
2099-04-01,24Strip,0.138,30-yr avg.,,,,,
2099-04-01,24W,0.14,30-yr avg.,,,,,
2099-04-01,25SE,0.137,30-yr avg.,,,,,
2099-04-01,26E,0.142,30-yr avg.,,,,,
2099-04-01,28N,0.148,30-yr avg.,,,,,
2099-04-01,29-30,0.141,30-yr avg.,,,,,
2099-04-01,30NW,0.142,30-yr avg.,,,,,
2099-04-01,30SW,0.138,30-yr avg.,,,,,
2099-04-01,31E,0.136,30-yr avg.,,,,,
2099-04-01,32W,0.137,30-yr avg.,,,,,
2099-04-01,5E,0.122,30-yr avg.,,,,,
2099-04-01,5W,0.119,30-yr avg.,,,,,
2099-04-01,6EE,0.123,30-yr avg.,,,,,
2099-04-01,6EW,0.125,30-yr avg.,,,,,
2099-04-01,7NW,0.126,30-yr avg.,,,,,
2099-04-01,8NW,0.117,30-yr avg.,,,,,
2099-04-01,8SE,0.118,30-yr avg.,,,,,
2099-04-01,8SW,0.122,30-yr avg.,,,,,
2099-04-01,CN,0.148,30-yr avg.,,,,,
2099-04-01,Crossroads,0.142,30-yr avg.,,,,,
2099-04-01,Elm,0.137,30-yr avg.,,,,,
2099-04-01,HQ,0.148,30-yr avg.,,,,,
2099-04-01,Headquarters,0.126,30-yr avg.,,,,,
2099-04-01,Highway,0.148,30-yr avg.,,,,,
2099-04-01,Hilltank,0.144,30-yr avg.,,,,,
2099-04-01,Nighthawk,0.137,30-yr avg.,,,,,
2099-04-01,Ridgeline,0.123,30-yr avg.,,,,,
2099-04-01,Saltflat,0.133,30-yr avg.,,,,,
2099-04-01,Slayton,0.134,30-yr avg.,,,,,
2099-04-01,Snowfence,0.14,30-yr avg.,,,,,
2099-04-01,South,0.137,30-yr avg.,,,,,
2099-04-01,UNK,0.144,30-yr avg.,,,,,
2099-04-08,10SNE,0.155,30-yr avg.,,,,,
2099-04-08,11NS,0.146,30-yr avg.,,,,,
2099-04-08,11NW,0.147,30-yr avg.,,,,,
2099-04-08,12C,0.142,30-yr avg.,,,,,
2099-04-08,12NE,0.128,30-yr avg.,,,,,
2099-04-08,12NW,0.146,30-yr avg.,,,,,
2099-04-08,13E,0.146,30-yr avg.,,,,,
2099-04-08,13W,0.147,30-yr avg.,,,,,
2099-04-08,14,0.148,30-yr avg.,,,,,
2099-04-08,15E,0.139,30-yr avg.,,,,,
2099-04-08,15NWS,0.133,30-yr avg.,,,,,
2099-04-08,15SW,0.141,30-yr avg.,,,,,
2099-04-08,17N,0.135,30-yr avg.,,,,,
2099-04-08,18N,0.156,30-yr avg.,,,,,
2099-04-08,19N,0.148,30-yr avg.,,,,,
2099-04-08,19S,0.145,30-yr avg.,,,,,
2099-04-08,1E,0.128,30-yr avg.,,,,,
2099-04-08,1W,0.132,30-yr avg.,,,,,
2099-04-08,20SE,0.145,30-yr avg.,,,,,
2099-04-08,21S,0.154,30-yr avg.,,,,,
2099-04-08,22E,0.153,30-yr avg.,,,,,
2099-04-08,22W,0.141,30-yr avg.,,,,,
2099-04-08,23E,0.145,30-yr avg.,,,,,
2099-04-08,23W,0.148,30-yr avg.,,,,,
2099-04-08,24E,0.144,30-yr avg.,,,,,
2099-04-08,24Strip,0.142,30-yr avg.,,,,,
2099-04-08,24W,0.141,30-yr avg.,,,,,
2099-04-08,25SE,0.141,30-yr avg.,,,,,
2099-04-08,26E,0.144,30-yr avg.,,,,,
2099-04-08,28N,0.15,30-yr avg.,,,,,
2099-04-08,29-30,0.144,30-yr avg.,,,,,
2099-04-08,30NW,0.145,30-yr avg.,,,,,
2099-04-08,30SW,0.14,30-yr avg.,,,,,
2099-04-08,31E,0.139,30-yr avg.,,,,,
2099-04-08,32W,0.14,30-yr avg.,,,,,
2099-04-08,5E,0.128,30-yr avg.,,,,,
2099-04-08,5W,0.124,30-yr avg.,,,,,
2099-04-08,6EE,0.127,30-yr avg.,,,,,
2099-04-08,6EW,0.131,30-yr avg.,,,,,
2099-04-08,7NW,0.132,30-yr avg.,,,,,
2099-04-08,8NW,0.126,30-yr avg.,,,,,
2099-04-08,8SE,0.125,30-yr avg.,,,,,
2099-04-08,8SW,0.129,30-yr avg.,,,,,
2099-04-08,CN,0.15,30-yr avg.,,,,,
2099-04-08,Crossroads,0.145,30-yr avg.,,,,,
2099-04-08,Elm,0.142,30-yr avg.,,,,,
2099-04-08,HQ,0.158,30-yr avg.,,,,,
2099-04-08,Headquarters,0.133,30-yr avg.,,,,,
2099-04-08,Highway,0.15,30-yr avg.,,,,,
2099-04-08,Hilltank,0.144,30-yr avg.,,,,,
2099-04-08,Nighthawk,0.138,30-yr avg.,,,,,
2099-04-08,Ridgeline,0.129,30-yr avg.,,,,,
2099-04-08,Saltflat,0.138,30-yr avg.,,,,,
2099-04-08,Slayton,0.138,30-yr avg.,,,,,
2099-04-08,Snowfence,0.145,30-yr avg.,,,,,
2099-04-08,South,0.143,30-yr avg.,,,,,
2099-04-08,UNK,0.147,30-yr avg.,,,,,
2099-04-15,10SNE,0.168,30-yr avg.,,,,,
2099-04-15,11NS,0.159,30-yr avg.,,,,,
2099-04-15,11NW,0.165,30-yr avg.,,,,,
2099-04-15,12C,0.161,30-yr avg.,,,,,
2099-04-15,12NE,0.142,30-yr avg.,,,,,
2099-04-15,12NW,0.162,30-yr avg.,,,,,
2099-04-15,13E,0.161,30-yr avg.,,,,,
2099-04-15,13W,0.16,30-yr avg.,,,,,
2099-04-15,14,0.163,30-yr avg.,,,,,
2099-04-15,15E,0.155,30-yr avg.,,,,,
2099-04-15,15NWS,0.149,30-yr avg.,,,,,
2099-04-15,15SW,0.16,30-yr avg.,,,,,
2099-04-15,17N,0.148,30-yr avg.,,,,,
2099-04-15,18N,0.173,30-yr avg.,,,,,
2099-04-15,19N,0.16,30-yr avg.,,,,,
2099-04-15,19S,0.157,30-yr avg.,,,,,
2099-04-15,1E,0.142,30-yr avg.,,,,,
2099-04-15,1W,0.147,30-yr avg.,,,,,
2099-04-15,20SE,0.158,30-yr avg.,,,,,
2099-04-15,21S,0.171,30-yr avg.,,,,,
2099-04-15,22E,0.171,30-yr avg.,,,,,
2099-04-15,22W,0.158,30-yr avg.,,,,,
2099-04-15,23E,0.16,30-yr avg.,,,,,
2099-04-15,23W,0.164,30-yr avg.,,,,,
2099-04-15,24E,0.157,30-yr avg.,,,,,
2099-04-15,24Strip,0.156,30-yr avg.,,,,,
2099-04-15,24W,0.155,30-yr avg.,,,,,
2099-04-15,25SE,0.154,30-yr avg.,,,,,
2099-04-15,26E,0.16,30-yr avg.,,,,,
2099-04-15,28N,0.165,30-yr avg.,,,,,
2099-04-15,29-30,0.157,30-yr avg.,,,,,
2099-04-15,30NW,0.158,30-yr avg.,,,,,
2099-04-15,30SW,0.151,30-yr avg.,,,,,
2099-04-15,31E,0.153,30-yr avg.,,,,,
2099-04-15,32W,0.156,30-yr avg.,,,,,
2099-04-15,5E,0.141,30-yr avg.,,,,,
2099-04-15,5W,0.138,30-yr avg.,,,,,
2099-04-15,6EE,0.141,30-yr avg.,,,,,
2099-04-15,6EW,0.143,30-yr avg.,,,,,
2099-04-15,7NW,0.145,30-yr avg.,,,,,
2099-04-15,8NW,0.139,30-yr avg.,,,,,
2099-04-15,8SE,0.135,30-yr avg.,,,,,
2099-04-15,8SW,0.141,30-yr avg.,,,,,
2099-04-15,CN,0.166,30-yr avg.,,,,,
2099-04-15,Crossroads,0.159,30-yr avg.,,,,,
2099-04-15,Elm,0.154,30-yr avg.,,,,,
2099-04-15,HQ,0.176,30-yr avg.,,,,,
2099-04-15,Headquarters,0.146,30-yr avg.,,,,,
2099-04-15,Highway,0.166,30-yr avg.,,,,,
2099-04-15,Hilltank,0.162,30-yr avg.,,,,,
2099-04-15,Nighthawk,0.153,30-yr avg.,,,,,
2099-04-15,Ridgeline,0.141,30-yr avg.,,,,,
2099-04-15,Saltflat,0.15,30-yr avg.,,,,,
2099-04-15,Slayton,0.151,30-yr avg.,,,,,
2099-04-15,Snowfence,0.159,30-yr avg.,,,,,
2099-04-15,South,0.158,30-yr avg.,,,,,
2099-04-15,UNK,0.162,30-yr avg.,,,,,
2099-04-22,10SNE,0.186,30-yr avg.,,,,,
2099-04-22,11NS,0.177,30-yr avg.,,,,,
2099-04-22,11NW,0.183,30-yr avg.,,,,,
2099-04-22,12C,0.178,30-yr avg.,,,,,
2099-04-22,12NE,0.158,30-yr avg.,,,,,
2099-04-22,12NW,0.183,30-yr avg.,,,,,
2099-04-22,13E,0.175,30-yr avg.,,,,,
2099-04-22,13W,0.177,30-yr avg.,,,,,
2099-04-22,14,0.18,30-yr avg.,,,,,
2099-04-22,15E,0.172,30-yr avg.,,,,,
2099-04-22,15NWS,0.164,30-yr avg.,,,,,
2099-04-22,15SW,0.176,30-yr avg.,,,,,
2099-04-22,17N,0.164,30-yr avg.,,,,,
2099-04-22,18N,0.188,30-yr avg.,,,,,
2099-04-22,19N,0.176,30-yr avg.,,,,,
2099-04-22,19S,0.171,30-yr avg.,,,,,
2099-04-22,1E,0.159,30-yr avg.,,,,,
2099-04-22,1W,0.166,30-yr avg.,,,,,
2099-04-22,20SE,0.175,30-yr avg.,,,,,
2099-04-22,21S,0.188,30-yr avg.,,,,,
2099-04-22,22E,0.188,30-yr avg.,,,,,
2099-04-22,22W,0.175,30-yr avg.,,,,,
2099-04-22,23E,0.178,30-yr avg.,,,,,
2099-04-22,23W,0.182,30-yr avg.,,,,,
2099-04-22,24E,0.174,30-yr avg.,,,,,
2099-04-22,24Strip,0.173,30-yr avg.,,,,,
2099-04-22,24W,0.172,30-yr avg.,,,,,
2099-04-22,25SE,0.168,30-yr avg.,,,,,
2099-04-22,26E,0.176,30-yr avg.,,,,,
2099-04-22,28N,0.182,30-yr avg.,,,,,
2099-04-22,29-30,0.174,30-yr avg.,,,,,
2099-04-22,30NW,0.173,30-yr avg.,,,,,
2099-04-22,30SW,0.161,30-yr avg.,,,,,
2099-04-22,31E,0.171,30-yr avg.,,,,,
2099-04-22,32W,0.174,30-yr avg.,,,,,
2099-04-22,5E,0.16,30-yr avg.,,,,,
2099-04-22,5W,0.154,30-yr avg.,,,,,
2099-04-22,6EE,0.158,30-yr avg.,,,,,
2099-04-22,6EW,0.162,30-yr avg.,,,,,
2099-04-22,7NW,0.164,30-yr avg.,,,,,
2099-04-22,8NW,0.158,30-yr avg.,,,,,
2099-04-22,8SE,0.153,30-yr avg.,,,,,
2099-04-22,8SW,0.158,30-yr avg.,,,,,
2099-04-22,CN,0.186,30-yr avg.,,,,,
2099-04-22,Crossroads,0.175,30-yr avg.,,,,,
2099-04-22,Elm,0.173,30-yr avg.,,,,,
2099-04-22,HQ,0.194,30-yr avg.,,,,,
2099-04-22,Headquarters,0.164,30-yr avg.,,,,,
2099-04-22,Highway,0.183,30-yr avg.,,,,,
2099-04-22,Hilltank,0.18,30-yr avg.,,,,,
2099-04-22,Nighthawk,0.169,30-yr avg.,,,,,
2099-04-22,Ridgeline,0.161,30-yr avg.,,,,,
2099-04-22,Saltflat,0.168,30-yr avg.,,,,,
2099-04-22,Slayton,0.168,30-yr avg.,,,,,
2099-04-22,Snowfence,0.172,30-yr avg.,,,,,
2099-04-22,South,0.176,30-yr avg.,,,,,
2099-04-22,UNK,0.18,30-yr avg.,,,,,
2099-04-29,10SNE,0.219,30-yr avg.,,,,,
2099-04-29,11NS,0.205,30-yr avg.,,,,,
2099-04-29,11NW,0.21,30-yr avg.,,,,,
2099-04-29,12C,0.205,30-yr avg.,,,,,
2099-04-29,12NE,0.185,30-yr avg.,,,,,
2099-04-29,12NW,0.212,30-yr avg.,,,,,
2099-04-29,13E,0.203,30-yr avg.,,,,,
2099-04-29,13W,0.201,30-yr avg.,,,,,
2099-04-29,14,0.204,30-yr avg.,,,,,
2099-04-29,15E,0.197,30-yr avg.,,,,,
2099-04-29,15NWS,0.19,30-yr avg.,,,,,
2099-04-29,15SW,0.203,30-yr avg.,,,,,
2099-04-29,17N,0.195,30-yr avg.,,,,,
2099-04-29,18N,0.212,30-yr avg.,,,,,
2099-04-29,19N,0.203,30-yr avg.,,,,,
2099-04-29,19S,0.196,30-yr avg.,,,,,
2099-04-29,1E,0.185,30-yr avg.,,,,,
2099-04-29,1W,0.195,30-yr avg.,,,,,
2099-04-29,20SE,0.198,30-yr avg.,,,,,
2099-04-29,21S,0.211,30-yr avg.,,,,,
2099-04-29,22E,0.212,30-yr avg.,,,,,
2099-04-29,22W,0.197,30-yr avg.,,,,,
2099-04-29,23E,0.205,30-yr avg.,,,,,
2099-04-29,23W,0.207,30-yr avg.,,,,,
2099-04-29,24E,0.197,30-yr avg.,,,,,
2099-04-29,24Strip,0.2,30-yr avg.,,,,,
2099-04-29,24W,0.199,30-yr avg.,,,,,
2099-04-29,25SE,0.192,30-yr avg.,,,,,
2099-04-29,26E,0.202,30-yr avg.,,,,,
2099-04-29,28N,0.207,30-yr avg.,,,,,
2099-04-29,29-30,0.2,30-yr avg.,,,,,
2099-04-29,30NW,0.197,30-yr avg.,,,,,
